,created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,quote_count,reply_count,retweet_count,favorite_count,entities,favorited,retweeted,filter_level,lang,matching_rules,possibly_sensitive,retweeted_status,display_text_range,extended_tweet,extended_entities,quoted_status_id,quoted_status_id_str,quoted_status,quoted_status_permalink,company
0,Sat Sep 19 23:59:29 +0000 2020,1307469394184937472,1307469394184937472,As far as uniforms go its Louisville with #adidas and Oregon with #Nike . Best in the country #L1C4,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,,,,,"{'id': 434772072, 'id_str': '434772072', 'name': 'Kenny Pendleton', 'screen_name': 'kennyjoebob', 'location': None, 'url': None, 'description': None, 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 85, 'friends_count': 405, 'listed_count': 0, 'favourites_count': 2277, 'statuses_count': 1434, 'created_at': 'Mon Dec 12 08:59:14 +0000 2011', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1047832825393766400/ruDddFQq_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1047832825393766400/ruDddFQq_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/434772072/1384100245', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,"{'id': '017729bf1eafd4a2', 'url': 'https://api.twitter.com/1.1/geo/id/017729bf1eafd4a2.json', 'place_type': 'city', 'name': 'Valley Station', 'full_name': 'Valley Station, KY', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-85.905408, 38.042147], [-85.905408, 38.131028], [-85.823742, 38.131028], [-85.823742, 38.042147]]]}, 'attributes': {}}",,False,0,0,0,0,"{'hashtags': [{'text': 'adidas', 'indices': [42, 49]}, {'text': 'Nike', 'indices': [66, 71]}, {'text': 'L1C4', 'indices': [94, 99]}], 'urls': [], 'user_mentions': [], 'symbols': []}",False,False,low,en,[{'tag': None}],,,,,,,,,,Nike
1,Sat Sep 19 23:52:15 +0000 2020,1307467570711277575,1307467570711277575,"Size 12 Me! 
All White Air Max 95’s 💪💪
#nike #airmax95s #sneakerhead @ Hillside, Illinois https://t.co/DWVcLpXEKQ","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",False,,,,,,"{'id': 1279817723615367176, 'id_str': '1279817723615367176', 'name': 'ItsFee Official', 'screen_name': 'ItsFeeOfficial', 'location': 'Chicago, IL', 'url': None, 'description': 'Artist/ Writer', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 4, 'friends_count': 53, 'listed_count': 0, 'favourites_count': 6, 'statuses_count': 6, 'created_at': 'Sun Jul 05 16:43:30 +0000 2020', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1279818893545091074/y5NILoGo_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1279818893545091074/y5NILoGo_normal.jpg', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}","{'type': 'Point', 'coordinates': [41.8747, -87.9003]}","{'type': 'Point', 'coordinates': [-87.9003, 41.8747]}","{'id': '88bddb0e2768943d', 'url': 'https://api.twitter.com/1.1/geo/id/88bddb0e2768943d.json', 'place_type': 'city', 'name': 'Hillside', 'full_name': 'Hillside, IL', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-87.919829, 41.844383], [-87.919829, 41.885453], [-87.882342, 41.885453], [-87.882342, 41.844383]]]}, 'attributes': {}}",,False,0,0,0,0,"{'hashtags': [{'text': 'nike', 'indices': [39, 44]}, {'text': 'airmax95s', 'indices': [45, 55]}, {'text': 'sneakerhead', 'indices': [56, 68]}], 'urls': [{'url': 'https://t.co/DWVcLpXEKQ', 'expanded_url': 'https://www.instagram.com/p/CFVlRkPHTlf/?igshid=75xcb31feh2x', 'display_url': 'instagram.com/p/CFVlRkPHTlf/…', 'indices': [90, 113]}], 'user_mentions': [], 'symbols': []}",False,False,low,en,[{'tag': None}],False,,,,,,,,,Nike
2,Sat Sep 19 23:22:13 +0000 2020,1307460013183696897,1307460013183696897,"RT @khavon_: Thank you @nike for the custom Year Of the Youth Air Max 2090! 

Tomorrow is the first YOY Peace Walk + back to school drive h…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,"{'id': 1023294734922657792, 'id_str': '1023294734922657792', 'name': 'SaveMoneySaveLife', 'screen_name': 'SMSLFoundation', 'location': 'Chicago, IL', 'url': 'http://savemoneysavelife.org', 'description': 'SaveMoneySaveLife Foundation', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 499, 'friends_count': 122, 'listed_count': 4, 'favourites_count': 685, 'statuses_count': 312, 'created_at': 'Sat Jul 28 19:50:51 +0000 2018', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1026946369129521152/wmbBqBHM_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1026946369129521152/wmbBqBHM_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1023294734922657792/1533678070', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,0,0,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'khavon_', 'name': 'K📸', 'id': 2892906001, 'id_str': '2892906001', 'indices': [3, 11]}, {'screen_name': 'Nike', 'name': 'Nike', 'id': 415859364, 'id_str': '415859364', 'indices': [23, 28]}], 'symbols': []}",False,False,low,en,[{'tag': None}],,"{'created_at': 'Sat Sep 19 00:49:22 +0000 2020', 'id': 1307119559405699072, 'id_str': '1307119559405699072', 'text': 'Thank you @nike for the custom Year Of the Youth Air Max 2090! \n\nTomorrow is the first YOY Peace Walk + back to sch… https://t.co/aPaRkTyqIU', 'display_text_range': [0, 140], 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'truncated': True, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 2892906001, 'id_str': '2892906001', 'name': 'K📸', 'screen_name': 'khavon_', 'location': '420K Studios ', 'url': 'http://420kstudios.com', 'description': 'photo taker. pitcha mane. #AllBlackLivesMatter', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 1335, 'friends_count': 164, 'listed_count': 1, 'favourites_count': 9375, 'statuses_count': 3628, 'created_at': 'Fri Nov 07 14:08:12 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '123411', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1306010555912683530/DjYPfUbX_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1306010555912683530/DjYPfUbX_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2892906001/1596894824', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}, 'geo': None, 'coordinates': None, 'place': {'id': '1d9a5370a355ab0c', 'url': 'https://api.twitter.com/1.1/geo/id/1d9a5370a355ab0c.json', 'place_type': 'city', 'name': 'Chicago', 'full_name': 'Chicago, IL', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-87.940033, 41.644102], [-87.940033, 42.023067], [-87.523993, 42.023067], [-87.523993, 41.644102]]]}, 'attributes': {}}, 'contributors': None, 'is_quote_status': False, 'extended_tweet': {'full_text': 'Thank you @nike for the custom Year Of the Youth Air Max 2090! \n\nTomorrow is the first YOY Peace Walk + back to school drive hosted by @SocialWorks @SMSLFoundation @JoeyPurps and @gherbo ‼️\n\nShot by Me 📸 https://t.co/OQkbFz6qiE', 'display_text_range': [0, 203], 'entities': {'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'Nike', 'name': 'Nike', 'id': 415859364, 'id_str': '415859364', 'indices': [10, 15]}, {'screen_name': 'SocialWorks', 'name': 'SocialWorks', 'id': 706505233820688385, 'id_str': '706505233820688385', 'indices': [135, 147]}, {'screen_name': 'SMSLFoundation', 'name': 'SaveMoneySaveLife', 'id': 1023294734922657792, 'id_str': '1023294734922657792', 'indices': [148, 163]}, {'screen_name': 'JoeyPurps', 'name': 'Young Purple 🏁', 'id': 558732615, 'id_str': '558732615', 'indices': [164, 174]}, {'screen_name': 'gherbo', 'name': 'G HERBO', 'id': 335501334, 'id_str': '335501334', 'indices': [179, 186]}], 'symbols': [], 'media': [{'id': 1307119536991285248, 'id_str': '1307119536991285248', 'indices': [204, 227], 'media_url': 'http://pbs.twimg.com/media/EiPSSyFWsAA8kFP.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EiPSSyFWsAA8kFP.jpg', 'url': 'https://t.co/OQkbFz6qiE', 'display_url': 'pic.twitter.com/OQkbFz6qiE', 'expanded_url': 'https://twitter.com/khavon_/status/1307119559405699072/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 453, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 799, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 1364, 'h': 2048, 'resize': 'fit'}}}, {'id': 1307119536978759680, 'id_str': '1307119536978759680', 'indices': [204, 227], 'media_url': 'http://pbs.twimg.com/media/EiPSSyCXkAA0JXP.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EiPSSyCXkAA0JXP.jpg', 'url': 'https://t.co/OQkbFz6qiE', 'display_url': 'pic.twitter.com/OQkbFz6qiE', 'expanded_url': 'https://twitter.com/khavon_/status/1307119559405699072/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1364, 'h': 2048, 'resize': 'fit'}, 'small': {'w': 453, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 799, 'h': 1200, 'resize': 'fit'}}}, {'id': 1307119536949297152, 'id_str': '1307119536949297152', 'indices': [204, 227], 'media_url': 'http://pbs.twimg.com/media/EiPSSx7WAAAGhBS.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EiPSSx7WAAAGhBS.jpg', 'url': 'https://t.co/OQkbFz6qiE', 'display_url': 'pic.twitter.com/OQkbFz6qiE', 'expanded_url': 'https://twitter.com/khavon_/status/1307119559405699072/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 2048, 'h': 1364, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 799, 'resize': 'fit'}}}, {'id': 1307119536953610241, 'id_str': '1307119536953610241', 'indices': [204, 227], 'media_url': 'http://pbs.twimg.com/media/EiPSSx8X0AEVdn9.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EiPSSx8X0AEVdn9.jpg', 'url': 'https://t.co/OQkbFz6qiE', 'display_url': 'pic.twitter.com/OQkbFz6qiE', 'expanded_url': 'https://twitter.com/khavon_/status/1307119559405699072/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 454, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1366, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1307119536991285248, 'id_str': '1307119536991285248', 'indices': [204, 227], 'media_url': 'http://pbs.twimg.com/media/EiPSSyFWsAA8kFP.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EiPSSyFWsAA8kFP.jpg', 'url': 'https://t.co/OQkbFz6qiE', 'display_url': 'pic.twitter.com/OQkbFz6qiE', 'expanded_url': 'https://twitter.com/khavon_/status/1307119559405699072/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 453, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 799, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 1364, 'h': 2048, 'resize': 'fit'}}}, {'id': 1307119536978759680, 'id_str': '1307119536978759680', 'indices': [204, 227], 'media_url': 'http://pbs.twimg.com/media/EiPSSyCXkAA0JXP.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EiPSSyCXkAA0JXP.jpg', 'url': 'https://t.co/OQkbFz6qiE', 'display_url': 'pic.twitter.com/OQkbFz6qiE', 'expanded_url': 'https://twitter.com/khavon_/status/1307119559405699072/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1364, 'h': 2048, 'resize': 'fit'}, 'small': {'w': 453, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 799, 'h': 1200, 'resize': 'fit'}}}, {'id': 1307119536949297152, 'id_str': '1307119536949297152', 'indices': [204, 227], 'media_url': 'http://pbs.twimg.com/media/EiPSSx7WAAAGhBS.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EiPSSx7WAAAGhBS.jpg', 'url': 'https://t.co/OQkbFz6qiE', 'display_url': 'pic.twitter.com/OQkbFz6qiE', 'expanded_url': 'https://twitter.com/khavon_/status/1307119559405699072/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 2048, 'h': 1364, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 799, 'resize': 'fit'}}}, {'id': 1307119536953610241, 'id_str': '1307119536953610241', 'indices': [204, 227], 'media_url': 'http://pbs.twimg.com/media/EiPSSx8X0AEVdn9.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EiPSSx8X0AEVdn9.jpg', 'url': 'https://t.co/OQkbFz6qiE', 'display_url': 'pic.twitter.com/OQkbFz6qiE', 'expanded_url': 'https://twitter.com/khavon_/status/1307119559405699072/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 454, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1366, 'resize': 'fit'}}}]}}, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 11, 'favorite_count': 15, 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/aPaRkTyqIU', 'expanded_url': 'https://twitter.com/i/web/status/1307119559405699072', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [{'screen_name': 'Nike', 'name': 'Nike', 'id': 415859364, 'id_str': '415859364', 'indices': [10, 15]}], 'symbols': []}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'filter_level': 'low', 'lang': 'en'}",,,,,,,,Nike
